,manufacturer,model_name,category,screen_size_inch,cpu,ram_gb,storage,gpu,os,os_version,weight,price_euros,cpu_manufacturer,gpu_manufacturer,screen_width_px,screen_height_px,cpu_speed_GHz
132,Acer,Swift 3,Ultrabook,14.0,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.6kg,884.0,Intel,Intel,1920,1080,1.8
133,Acer,Aspire A515-51G-37JS,Notebook,15.6,Intel Core i3 7130U 2.7GHz,4,256GB SSD,Nvidia GeForce MX130,Windows,10,2.2kg,572.0,Intel,Nvidia,1920,1080,2.7
134,HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.05kg,598.0,Intel,Intel,1366,768,2.7
135,HP,Probook 440,Notebook,14.0,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.63kg,988.0,Intel,Intel,1920,1080,1.8
136,Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,No OS,,1.9kg,252.36,Intel,Intel,1366,768,1.1
137,Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3kg,938.0,Intel,Nvidia,1920,1080,2.5
138,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 920MX,No OS,,2.2kg,499.0,Intel,Nvidia,1920,1080,2.5
139,HP,Envy 13-AD007nv,Notebook,13.3,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,699.0,Intel,Intel,1920,1080,2.5
140,Acer,Aspire 5,Notebook,17.3,Intel Core i3 7130U 2.7GHz,4,1TB HDD,Nvidia GeForce MX130,Windows,10,3kg,655.0,Intel,Nvidia,1920,1080,2.7
141,Lenovo,ThinkPad E480,Notebook,14.0,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon RX 550,Windows,10,1.75kg,1116.02,Intel,AMD,1920,1080,1.6
142,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050M,No OS,,2.4kg,869.0,Intel,Nvidia,1920,1080,2.8
143,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.1kg,602.0,Intel,Intel,1366,768,2.3
144,HP,255 G6,Notebook,15.6,AMD A6-Series 9220 2.5GHz,4,256GB SSD,AMD Radeon R4 Graphics,Windows,10,1.86kg,369.0,AMD,AMD,1366,768,2.5
145,Asus,ZenBook UX430UA,Ultrabook,14.0,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.25kg,1099.0,Intel,Intel,1920,1080,1.8
146,HP,EliteBook Folio,Ultrabook,12.5,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Intel HD Graphics 515,Windows,10,0.97kg,2014.0,Intel,Intel,3840,2160,1.2
147,Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Windows,10,2kg,344.0,Intel,Intel,1920,1080,1.1
148,MSI,GE72MVR 7RG,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.9kg,2029.0,Intel,Nvidia,1920,1080,2.8
149,Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Windows,10,2.1kg,447.0,Intel,Intel,1366,768,2.0
150,Dell,Inspiron 5577,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.56kg,1249.26,Intel,Nvidia,1920,1080,2.8
151,Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB Hybrid,Nvidia GeForce GTX 1050,Windows,10,2.62kg,899.0,Intel,Nvidia,1920,1080,2.8
152,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,498.0,Intel,Intel,1366,768,2.5
153,MSI,GE73VR 7RE,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.8kg,1890.0,Intel,Nvidia,1920,1080,2.8
154,HP,EliteBook 840,Ultrabook,14.0,Intel Core i5 7500U 2.7GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.48kg,1082.0,Intel,Intel,1920,1080,2.7
155,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Intel Core i5 8250U 1.6GHz,6,256GB SSD,AMD Radeon 520,Windows,10,1.91kg,619.0,Intel,AMD,1920,1080,1.6
156,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.74kg,629.0,Intel,Intel,1920,1080,2.4
157,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.1kg,1315.0,Intel,Intel,1920,1080,1.6
158,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.56kg,1049.0,Intel,Intel,1920,1080,1.8
159,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 6006U 2.2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.1kg,447.0,Intel,Intel,1366,768,2.2
160,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon R5 M420,Windows,10,2.03kg,403.0,AMD,AMD,1366,768,3.0
161,Acer,Aspire A517-51G,Notebook,17.3,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Nvidia GeForce MX150,Windows,10,3kg,805.0,Intel,Nvidia,1920,1080,1.6
162,Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 520,Windows,10,2.13kg,728.0,Intel,AMD,1920,1080,1.6
163,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,1079.0,Intel,Nvidia,1920,1080,2.8
164,Acer,Aspire A315-31,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Windows,10,2.1kg,348.0,Intel,Intel,1366,768,1.1
165,MSI,GE63VR 7RE,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.4kg,1799.0,Intel,Nvidia,1920,1080,2.8
166,Acer,Aspire 3,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,Windows,10,2.1kg,363.51,Intel,Intel,1366,768,1.1
167,Dell,Inspiron 5577,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.56kg,1060.49,Intel,Nvidia,1920,1080,2.8
168,Acer,Aspire A517-51G,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce MX150,Windows,10,3kg,854.0,Intel,Nvidia,1920,1080,1.6
169,HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel UHD Graphics 620,Windows,10,1.49kg,754.0,Intel,Intel,1920,1080,1.6
170,Huawei,MateBook X,Ultrabook,13.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,1349.0,Intel,Intel,2160,1440,2.5
171,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,Intel Core i5 7200U 2.5GHz,6,2TB HDD,AMD Radeon 520,Windows,10,2.71kg,699.0,Intel,AMD,1920,1080,2.5
172,Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD A6-Series 9220 2.9GHz,4,500GB HDD,AMD Radeon R4 Graphics,No OS,,2.2kg,309.0,AMD,AMD,1366,768,2.9
173,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,2kg,489.0,Intel,Intel,1366,768,2.4
174,HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.5kg,923.0,Intel,Nvidia,1920,1080,1.6
175,Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.3kg,459.0,Intel,Intel,1366,768,2.4
176,Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,2.1kg,449.0,Intel,Intel,1366,768,2.0
177,MSI,GT80S 6QF-074US,Gaming,18.4,Intel Core i7 6920HQ 2.9GHz,32,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Windows,10,4.4kg,2799.0,Intel,Nvidia,1920,1080,2.9
178,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows,10,1.90kg,813.0,Intel,AMD,1920,1080,2.5
179,HP,Spectre x360,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.29kg,1499.0,Intel,Intel,3840,2160,1.6
180,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,AMD Radeon 530,Linux,,2.02kg,1049.0,Intel,AMD,1920,1080,1.8
181,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.23kg,1399.0,Intel,Intel,1920,1080,1.6
182,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows,10,1.4kg,1849.0,Intel,Intel,3840,2160,1.8
183,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows,10,2.0kg,793.0,Intel,Intel,1366,768,2.5
184,Xiaomi,Mi Notebook,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce MX150,No OS,,1.95kg,1199.0,Intel,Nvidia,1920,1080,1.6
185,Dell,Inspiron 7773,Notebook,17.3,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Nvidia GeForce 150MX,Windows,10,2.77kg,1549.0,Intel,Nvidia,1920,1080,1.8
186,Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.06kg,2397.0,Intel,Nvidia,3840,2160,2.8
187,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,No OS,,2.4kg,779.0,Intel,Nvidia,1920,1080,2.5
188,Acer,Swift 7,Ultrabook,13.3,Intel Core i5 7Y54 1.2GHz,8,256GB SSD,Intel HD Graphics 615,Windows,10,1.12kg,989.0,Intel,Intel,1920,1080,1.2
189,Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,10,2.8kg,1085.0,Intel,AMD,1920,1080,1.8
190,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel HD Graphics 620,Windows,10,1.42kg,2824.0,Intel,Intel,2560,1440,2.7
191,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.3kg,260.0,Intel,Intel,1920,1080,1.1
192,Xiaomi,Mi Notebook,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce MX150,No OS,,1.3kg,999.9,Intel,Nvidia,1920,1080,2.5
193,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce MX150,No OS,,2.8kg,698.0,Intel,Nvidia,1600,900,1.6
194,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Intel UHD Graphics 620,Windows,10,1.62kg,839.0,Intel,Intel,1920,1080,1.8
195,HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.5kg,914.0,Intel,Nvidia,1920,1080,1.6
196,Razer,Blade Pro,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,32,1TB SSD,Nvidia GeForce GTX 1080,Windows,10,3.49kg,6099.0,Intel,Nvidia,3840,2160,2.9
197,HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U 1.6GHz,8,512GB SSD,Intel UHD Graphics 620,Windows,10,1.49kg,959.0,Intel,Intel,1920,1080,1.6
198,HP,Omen 17-W295,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3.35kg,1379.0,Intel,Nvidia,1920,1080,2.8
199,HP,Probook 470,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce 930MX ,Windows,10,2.5kg,1045.0,Intel,Nvidia,1920,1080,1.8
200,Dell,Inspiron 7577,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.65kg,1845.0,Intel,Nvidia,3840,2160,2.8
201,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,2.1kg,493.0,Intel,Intel,1366,768,2.3
202,Acer,Aspire E5-576G,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 940MX,Windows,10,2.23kg,742.0,Intel,Nvidia,1920,1080,2.7
203,Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,3.2kg,1749.0,Intel,Nvidia,1920,1080,2.8
204,Dell,Precision 7520,Workstation,15.6,Intel Xeon E3-1505M V6 3GHz,16,256GB SSD +  1TB HDD,Nvidia Quadro M1200,Windows,10,2.8kg,3055.0,Intel,Nvidia,3840,2160,3.0
205,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1060,No OS,,2.4kg,1398.0,Intel,Nvidia,1920,1080,2.8
206,Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U 2.4GHz,6,1TB HDD,Intel HD Graphics 620,Windows,10,2.3kg,439.0,Intel,Intel,1366,768,2.4
207,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.21kg,1949.0,Intel,Intel,3840,2160,1.8
208,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.2kg,1449.0,Intel,Intel,1920,1080,1.8
209,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.2kg,597.0,Intel,Intel,1366,768,2.5
210,Acer,Aspire 7,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,,2.4kg,779.0,Intel,Nvidia,1920,1080,2.8
211,Asus,ROG GL703VD-GC028T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.9kg,1407.0,Intel,Nvidia,1920,1080,2.8
212,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,No OS,,2.1kg,349.0,Intel,Intel,1920,1080,2.0
213,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,No OS,,2.2kg,549.0,Intel,Intel,1920,1080,2.5
214,Huawei,MateBook X,Ultrabook,13.0,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,1499.0,Intel,Intel,2160,1440,2.7
215,Dell,Inspiron 5370,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon 530,Windows,10,1.4kg,931.88,Intel,AMD,1920,1080,1.8
216,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 940MX,No OS,,2.8kg,589.0,Intel,Nvidia,1600,900,2.5
217,HP,Probook 440,Notebook,14.0,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,10,1.63kg,1031.0,Intel,Nvidia,1920,1080,1.8
218,Dell,Latitude 5490,Ultrabook,14.0,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.6kg,1149.0,Intel,Intel,1920,1080,1.6
219,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows,10,1.62kg,1279.0,Intel,Intel,1920,1080,1.8
220,Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 520,Linux,,2.2kg,677.35,Intel,AMD,1920,1080,1.6
221,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.74kg,899.0,Intel,Intel,1920,1080,1.6
222,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.2kg,1363.0,Intel,Intel,1920,1080,2.5
223,HP,ProBook 450,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Intel UHD Graphics 620,Windows,10,2.1kg,794.0,Intel,Intel,1920,1080,1.6
224,Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,4.42kg,2456.34,Intel,Nvidia,1920,1080,2.8
225,Acer,Aspire E5-576G,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.2kg,832.0,Intel,Nvidia,1920,1080,2.7
226,Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16,1TB HDD,AMD Radeon R7 M445,Windows,10,2.3kg,859.01,Intel,AMD,1920,1080,2.7
227,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 920MX ,Windows,10,2kg,769.0,Intel,Nvidia,1920,1080,2.5
228,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD +  500GB HDD,Nvidia GeForce GTX 950M,Windows,10,2.69kg,891.0,Intel,Nvidia,1920,1080,2.5
229,HP,ZBook 15u,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD FirePro W4190M ,Windows,10,1.9kg,1269.0,Intel,AMD,1920,1080,2.7
230,Asus,Pro P2540UA-XO0198T,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,Windows,10,2.37kg,398.99,Intel,Intel,1366,768,2.4
231,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,AMD E-Series 9000e 1.5GHz,4,500GB HDD,AMD Radeon R2,Windows,10,2.1kg,330.0,AMD,AMD,1366,768,1.5
232,Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,3.2kg,1499.0,Intel,Nvidia,1920,1080,2.8
233,Dell,Vostro 5468,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,859.0,Intel,Intel,1920,1080,2.5
234,Acer,Aspire R7,2 in 1 Convertible,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.6kg,689.0,Intel,Intel,1920,1080,2.3
235,Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon R7 M445,Linux,,2.36kg,899.0,Intel,AMD,1920,1080,2.7
236,Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Linux,,2.1kg,390.0,Intel,Intel,1366,768,2.0
237,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,AMD A10-Series A10-9620P 2.5GHz,4,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows,10,2.2kg,575.0,AMD,AMD,1920,1080,2.5
238,Asus,ROG G703VI-E5062T,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,32,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,Windows,10,4.7kg,3890.0,Intel,Nvidia,1920,1080,2.9
239,Acer,Nitro AN515-51,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.5kg,846.0,Intel,Nvidia,1920,1080,2.5
240,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,8,128GB SSD,Intel HD Graphics 520,Windows,10,2.2kg,589.0,Intel,Intel,1366,768,2.0
241,Asus,VivoBook Pro,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,Windows,10,2.1kg,1145.0,Intel,Nvidia,1920,1080,1.8
242,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,No OS,,2.69kg,889.0,Intel,Nvidia,1920,1080,2.7
243,Dell,Inspiron 5577,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.56kg,879.0,Intel,Nvidia,1920,1080,2.5
244,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.38kg,1079.0,Intel,Intel,1920,1080,2.7
245,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2TB HDD,AMD Radeon 530,Windows,10,2.2kg,985.0,Intel,AMD,1920,1080,1.8
246,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.04kg,559.0,Intel,Intel,1366,768,2.5
247,Asus,Rog G701VIK-BA060T,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16,256GB SSD,Nvidia GeForce GTX 1080,Windows,10,3.6kg,2999.0,Intel,Nvidia,1920,1080,2.9
248,HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel UHD Graphics 620,Windows,10,1.49kg,675.0,Intel,Intel,1920,1080,1.6
249,Apple,MacBook Pro,Ultrabook,13.3,Intel Core i5 3.1GHz,8,512GB SSD,Intel Iris Plus Graphics 650,macOS,,1.37kg,2040.0,Intel,Intel,2560,1600,3.1
250,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Intel UHD Graphics 620,Windows,10,2.08kg,819.0,Intel,Intel,1920,1080,1.8
251,Asus,ROG G752VSK-GC493T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,4.3kg,1799.0,Intel,Nvidia,1920,1080,2.8
252,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon R5 M420,Windows,10,1.68kg,469.0,AMD,AMD,1366,768,3.0
253,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,Windows,10,1.37kg,1849.0,Intel,Intel,1920,1080,1.8
254,Acer,Aspire 5,Notebook,17.3,Intel Core i3 7130U 2.7GHz,4,256GB SSD,Nvidia GeForce MX130,Windows,10,3kg,702.0,Intel,Nvidia,1920,1080,2.7
255,Dell,Vostro 5370,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.41kg,949.0,Intel,Intel,1920,1080,1.6
256,HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,AMD A6-Series A6-9220 2.5GHz,8,128GB SSD,AMD Radeon R4 Graphics,Windows,10,1.91kg,445.9,AMD,AMD,1366,768,2.5
257,HP,Envy 17-U275cl,Notebook,17.3,Intel Core i7 8550U 1.8GHz,16,1TB HDD,Nvidia GeForce MX150,Windows,10,2.9kg,1059.0,Intel,Nvidia,1920,1080,1.8
258,MSI,GT73EVR 7RE,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.14kg,2499.0,Intel,Nvidia,1920,1080,2.8
259,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia GeForce GTX 1050M,Windows,10,2kg,1699.0,Intel,Nvidia,1920,1080,2.8
260,Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,10,2.8kg,1142.0,Intel,AMD,1920,1080,1.8
261,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,4,256GB SSD,Intel HD Graphics 520,No OS,,2.2kg,444.0,Intel,Intel,1920,1080,2.0
